0,0,5.5111e-005,-0.00072168,0.00047969,-0.001525,-0.0012428,0.0029493,0.001939,-0.00017198,0,0,0,0,0,0,0.0001174,-0.0017435,0.0029897,0.0041589,0.0034535,0.0042956,0.00028325,-5.1521e-005,0,0,0,0,0.00029817,0.00029387,0.0012182,0.0062971,-0.045648,-0.059922,-0.028131,0.017708,0.0042901,0.00071932,0.00021003,1.7503e-005,-1.3464e-005,8.0782e-007,-0.0035055,-0.0041683,0.0045017,-0.17638,-0.30987,-0.23032,-0.13508,-0.17915,-0.041293,-0.0098051,-0.0036968,-0.00035912,0.00015393,-7.5396e-006,-0.003282,0.0054252,-0.044775,-0.31449,-0.01411,0.17867,0.23692,0.064165,-0.097281,-0.012973,0.0087994,0.0019846,0.00018556,-3.0877e-005,0.0019105,0.0057023,-0.054911,-0.2173,0.23157,0.25994,0.073579,0.015469,-0.11495,0.20527,0.051061,-0.0026741,7.3063e-005,-2.235e-005,0.0017077,0.0043594,-0.055477,-0.23666,0.24033,0.040903,0.017515,-0.18708,-0.25899,0.22698,0.060243,-0.0041021,0.00068332,-6.678e-005,0.0021544,0.0041803,-0.0209,-0.13957,0.10271,-0.017515,-0.2473,-0.32061,-0.00096322,0.3206,0.040198,0.0016943,-0.00027681,-2.1542e-005,0.00022849,0.00035248,0.0075613,-0.060431,0.074258,-0.076395,-0.17677,-0.0077873,0.26768,0.18528,-0.013549,0.0022752,0.00019669,-3.1415e-005,-3.2672e-005,-5.6817e-005,-0.0011019,0.009686,0.034741,0.18254,0.1256,0.31516,0.23571,0.0014456,-0.0042813,0.0050662,0.0012166,-0.00012737,0,0,0.0003242,-0.003156,-0.010659,-0.015117,0.031538,0.040741,-0.019552,-0.00092202,-0.00010295,0.0036813,-0.00016079,-1.0322e-005,0,0,0.00014613,-0.002337,0.0058952,0.0047278,-0.00074852,-0.002119,0.00042132,0.010248,0.001755,0.003223,0.00073099,-7.9705e-005,0,0,-3.3659e-005,0.00040023,0.00024926,0.00044143,0.0016434,0.0007691,0.00063225,0.00076868,-0.0001046,0.00034512,-0.00010852,6.4625e-006,0,0,1.6156e-006,-1.5618e-005,-5.3316e-005,-6.4356e-005,-0.00014604,-8.0602e-005,-5.3316e-005,-0.00012602,-2.5132e-006,-4.9815e-005,4.0391e-006,0
0,0,0.00012817,-0.0011341,-0.0070707,0.01148,0.018714,0.015469,0.0046491,0.0025951,-3.3212e-006,0.0032475,0.0015696,-0.00014532,0,0,5.3765e-005,-0.0011727,0.012844,-0.062848,-0.23598,-0.22793,-0.1167,-0.0096184,0.00059874,0.002661,0.0011576,-0.00010825,1.7233e-005,0.000184,0.0050789,-0.0018879,-0.18567,-0.31456,-0.091743,0.011919,0.001979,-0.083044,-0.006804,0.0010665,0.0015137,-0.00012028,-0.00020958,-0.0033548,-0.0032982,-0.30829,-0.25257,0.22473,0.26683,0.21682,0.20133,-0.00085509,0.083893,0.023688,-0.0017046,-5.6817e-005,-0.00048673,0.014345,-0.15465,-0.27182,0.24027,0.25133,-0.0031855,-0.021709,-0.0021401,-0.18605,0.0086059,0.11634,-0.0087022,-3.9852e-005,0.0041669,-0.0014874,-0.31518,-0.04928,0.29643,0.030645,-0.0053025,0.0053571,0.0021257,-0.041732,-0.053127,0.23692,-0.01768,-6.2471e-005,0.0085369,-0.16322,-0.24974,0.0066526,0.027207,-0.03701,0.012024,0.001037,0.0068868,-0.072379,-0.18039,0.22602,-0.01623,-4.3802e-005,0.018198,-0.2264,-0.05101,0.21659,0.29561,0.19778,0.014897,-0.0043383,0.031259,-0.26139,-0.09754,0.24499,-0.016426,-0.00018203,0.0076061,-0.19721,0.012986,0.21391,0.029182,-0.0091046,0.0072282,0.032478,-0.18182,-0.32345,0.31941,0.14538,-0.01258,-6.4895e-005,0.0050587,-0.037369,-0.060289,-0.06801,-0.12425,-0.044135,-0.16052,-0.26047,-0.29343,0.24626,0.23986,-0.019885,0.0017151,-0.00013984,0.001146,-0.012709,0.056842,0.12031,0.039744,-0.061393,-0.17858,-0.0079342,0.3224,0.18611,5.0773e-005,0.0012374,6.7558e-005,-2.1632e-005,-0.00015821,0.0022869,-0.0012786,0.016868,0.11263,0.2298,0.23397,0.23722,0.14776,-0.019134,0.0047051,0.0029041,0.00033901,-4.7392e-005,0.00075827,0.0015788,0.0011421,-0.0018813,-0.0085017,-0.015142,-0.01529,-0.018432,-0.013206,0.0024625,0.0013721,0.00052969,2.6568e-005,-6.1933e-006,-6.0048e-005,-0.00013132,-0.00010879,-1.5349e-005,-5.0623e-005,-0.00021488,-0.00016605,-1.867e-005,-3.2851e-005,-0.00017691,-0.00014927,-6.0766e-005,-4.3084e-006,8.0782e-007
0.00011579,-0.0047992,-0.0046705,0.0086592,0.021302,0.012151,0.023168,0.01285,0.0031474,-0.0025473,0.0047159,0.0055252,0.00078759,-9.9721e-005,-0.00035505,0.0032428,0.0072848,-0.058412,-0.22758,-0.21413,-0.21594,-0.10809,-0.01987,0.002766,-0.0012898,0.003384,8.9758e-008,-2.0734e-005,-0.0011,0.0098753,-0.048575,-0.33566,-0.16381,-0.02689,-0.075369,-0.067101,-0.093306,0.0089586,-0.0009882,0.0056107,-0.00043553,-3.5903e-007,0.0016624,-0.014789,-0.32161,-0.10374,0.28373,0.2101,0.18997,0.20231,0.045122,0.0094087,0.0001417,-7.8358e-005,0.00055398,-4.4161e-005,-0.0022673,-0.045672,-0.25237,0.15315,0.19672,0.015827,0.05114,0.045129,0.0651,-0.054459,0.0093431,0.014905,-0.00039834,-6.5164e-005,0.013429,-0.16221,-0.19023,0.337,0.12076,-0.014983,-0.00011956,-0.0042968,-0.0075702,-0.13527,0.028165,0.20502,-0.014553,-0.00014657,0.015485,-0.24913,0.13988,0.17652,-0.018888,0.00066854,-0.0053855,-0.0027592,0.018952,-0.22174,-0.0010167,0.22163,-0.016535,-7.5935e-005,0.011117,-0.11686,-0.0083476,0.090387,-0.0094327,0.0045586,0.001687,0.0010222,0.020028,-0.23777,-0.0083314,0.21931,-0.01687,-3.0338e-005,0.0004379,-0.010452,-0.10724,0.019919,-0.026455,0.0064176,0.016552,0.013697,-0.07989,-0.33919,0.14238,0.22995,-0.017989,-7.9884e-005,-0.0051572,0.010217,-0.091708,0.014392,-0.048693,-0.1369,-0.22463,-0.2485,-0.30915,-0.038356,0.34084,0.060585,-0.0067163,-1.7144e-005,-0.0015094,-0.0033908,-0.0069004,0.11891,0.12275,-0.0098825,-0.0081393,0.094504,0.30406,0.26531,0.13718,-0.0080075,-0.00042931,4.3084e-006,0.0038608,0.0024413,0.0081686,-0.0039148,-0.017464,0.1113,0.22856,0.23735,0.064665,-0.014325,-0.011892,0.0024167,0.00026308,-2.9889e-005,-0.00013763,0.0014026,6.9622e-005,0.00070119,0.001316,-0.0073625,-0.016558,-0.019102,-0.0065978,0.00063025,0.00074074,0.00037411,6.3907e-005,-7.8089e-006,-1.2476e-005,-0.00012548,-4.9636e-005,-9.1283e-005,-5.3855e-005,-0.00010717,-0.00011408,-1.8041e-005,-2.3876e-005,-9.0027e-005,-6.66e-005,-4.4161e-005,-6.1933e-006,8.0782e-007
0,0,0.00031083,-0.0044506,0.0056303,0.012941,0.016796,0.016039,0.0202,0.0088227,-0.0060483,0.0037961,0.00091873,-9.4335e-005,0,0,-1.2387e-005,0.0036864,-0.030188,-0.15996,-0.22586,-0.2154,-0.22244,-0.10748,0.0024213,0.0073166,-0.00011956,-3.2851e-005,0.00045812,-2.2439e-005,0.017079,-0.14079,-0.31785,-0.23353,-0.065389,0.0051805,-0.0033815,0.0046041,0.09475,-0.010158,0.0015829,-0.00010932,-0.0058707,-0.000442,-0.0036345,-0.32442,-0.042594,0.2292,0.30657,0.24916,0.17386,-0.082289,0.034987,0.016454,-0.00013431,-0.00010807,0.0008299,0.012631,-0.17778,-0.27442,0.16214,0.26642,0.025708,-0.0071656,-0.092955,-0.23534,0.063624,0.20037,-0.016181,-1.3464e-006,0.0053996,-0.030099,-0.32776,0.072681,0.33722,0.055272,-0.015319,0.024964,-0.24759,-0.16641,0.067419,0.21317,-0.01582,-0.00011498,0.006483,-0.1578,-0.20671,0.34326,0.08447,-0.0047498,0.021959,-0.084202,-0.31967,-0.00090245,0.1931,0.22092,-0.01802,-5.8522e-005,0.023845,-0.24021,-0.021594,0.22002,-0.0088833,0.028901,-0.1714,-0.33771,-0.10793,0.3167,0.24974,0.037828,-0.0032323,-0.00011938,0.012175,-0.1072,-0.052718,0.10931,-0.12826,-0.24508,-0.3232,-0.040355,0.20107,0.25027,-0.035529,-0.0024089,0.00078735,-4.0122e-005,0.0053771,-0.010381,-0.089042,0.018015,-0.20147,-0.088249,0.021872,0.19071,0.32462,0.023737,-0.002702,0.0034724,-0.00024019,-3.5005e-006,-0.0018075,-0.0013731,0.0031091,0.0014059,0.055029,0.17958,0.31581,0.21531,0.022137,-0.0093348,-0.00023077,0.0016848,0.00027962,-3.2492e-005,0.0010351,0.003005,0.0011472,0.021071,0.19847,0.23167,0.038884,-0.023476,-1.6156e-006,0.0074804,0.002137,0.0070984,-0.00048622,-7.5396e-006,0.0017698,0.00066597,0.00069308,-4.2994e-005,-0.01529,-0.019122,-0.0041988,0.0015972,0.00092492,-0.0003786,0.0010176,-0.0002883,6.4625e-006,8.0782e-007,-0.00014648,-7.037e-005,-6.0138e-005,-0.00013141,-5.7086e-005,-2.8812e-005,-7.0011e-005,-9.4066e-005,-9.8105e-005,-1.4271e-005,-9.4066e-005,-2.2888e-005,2.4235e-006,0
0,0,0.00022682,-0.0025054,-0.0044063,-0.00067776,0.0080861,0.015107,0.017685,0.013058,-0.001745,0.0023698,0.00075091,-7.4319e-005,0,0,0.00041253,-0.0049903,-0.0031172,0.0084488,-0.0080302,-0.076248,-0.24369,-0.20637,-0.041353,-0.0032542,0.0010024,-2.9351e-005,0.00026209,0.00020456,0.00016219,0.011282,0.01508,-0.052157,-0.33441,-0.21606,0.013364,0.088037,-0.065885,0.085426,-0.0057313,-5.4303e-005,-0.0027895,-0.0033679,0.014293,-0.14511,-0.25675,-0.2914,0.11754,0.32995,0.23796,0.020271,-0.048668,0.23184,-0.017156,-7.7551e-005,-0.0065145,0.0105,-0.1357,-0.34047,-0.058481,0.30827,0.20077,-0.0049695,-0.009822,-0.16607,-0.17218,0.24734,-0.017116,-0.00010834,0.00098087,-0.00092465,-0.32552,-0.0153,0.1221,0.25022,-0.026025,-0.0037378,0.011281,-0.25109,0.24187,0.15796,-0.013563,-3.0787e-005,0.0031486,-0.059329,-0.07298,0.33368,0.22144,0.11926,-0.014124,0.014059,-0.040077,-0.15064,0.24339,-0.021336,0.0013601,-8.9309e-005,0.0047651,-0.1254,0.10346,0.045373,-0.02612,-0.01512,0.025869,-0.11942,-0.24474,0.12505,0.072743,-0.0028367,-5.0264e-006,-2.235e-005,0.0091958,-0.14905,0.13529,-0.012964,0.0035178,0.017139,-0.14531,-0.28242,0.23861,0.1509,-0.0071893,0.0034923,-0.00036038,3.5005e-006,0.0039553,-0.040872,-0.10008,-0.024543,-0.071344,-0.17835,-0.14513,0.27725,0.14428,-0.016791,-0.0014201,0.0016688,0.0015594,-0.00013356,0.0043982,-0.033846,-0.10424,-0.025372,-0.0077024,0.081974,0.2196,0.036696,-0.01518,-0.0026354,-0.0015374,0.0017318,0.0009517,-8.5629e-005,0.0071566,0.001851,0.029751,0.21581,0.18071,0.0577,-0.0088339,-0.0037305,0.0027912,0.0030667,0.00026751,0.0091657,0.0016467,-0.00018894,0.0010926,0.0013272,-0.0013629,-0.015831,-0.012597,-0.0038184,-0.00033121,-7.393e-005,-1.1549e-005,0.00098168,0.00047497,0.0010055,-0.00027995,1.5618e-005,-0.00013437,-9.8015e-005,-2.3696e-005,-9.0655e-005,-0.00013311,-9.4874e-005,-2.1811e-005,8.9758e-007,-1.5528e-005,-9.5861e-005,-3.8596e-005,-0.00013868,1.1309e-005,0
0,0,4.3891e-005,-0.0010159,0.0052835,0.0053424,0.018514,0.015223,0.013625,0.0078131,-0.0010749,0.00025428,8.4881e-005,-8.1679e-006,0,0,-0.00016722,0.0034808,-0.0099036,-0.074008,-0.22521,-0.21131,-0.22258,-0.10716,0.013377,0.004876,0.00093034,-0.00010636,0.00016228,-3.7698e-005,0.01903,-0.02003,-0.31906,-0.26256,-0.10787,0.013975,-0.01335,-0.016545,-0.075659,-0.0073501,0.0016973,-4.9815e-005,-0.0022938,0.0042891,-0.13783,-0.3421,-0.16572,0.26184,0.31631,0.20731,0.2059,0.010901,0.020873,0.1894,-0.014913,-2.226e-005,0.0016287,-0.034145,-0.31223,-0.072846,0.19546,0.26498,-0.0071247,-0.016523,-0.01896,-0.29742,0.017445,0.21784,-0.016313,-7.5755e-005,0.017701,-0.15539,-0.22855,0.16853,0.32597,0.023279,-0.0052995,0.018363,-0.14976,-0.26477,0.080841,0.22577,-0.016873,-0.00011399,0.018442,-0.2234,-0.095641,0.23323,0.059783,-0.012092,0.0096358,-0.019116,-0.33093,-0.04747,0.32328,0.15028,-0.012731,-9.622e-005,0.017443,-0.21177,-0.071483,0.21847,0.057965,0.018187,-0.020705,-0.33005,-0.18139,0.076586,0.2507,-0.022759,0.0004928,-2.3606e-005,0.016498,-0.19406,-0.061499,0.20563,0.037643,-0.21382,-0.31424,-0.1802,0.045783,0.3301,0.14041,-0.014014,0.00025584,-1.5528e-005,-0.0040401,-0.014506,-0.0047824,0.018865,-0.1413,-0.26202,-0.036212,0.034806,0.2682,0.18143,-0.020482,0.0052961,0.00047446,-6.8934e-005,-0.0041142,0.0063577,-0.00078391,0.010912,0.018321,0.028109,0.18731,0.31719,0.20358,0.0032128,-0.0091341,0.0042148,-0.00026425,-1.8849e-006,0.0014779,0.0030122,0.0015131,0.011699,0.20019,0.21924,0.2282,0.028018,-0.018578,-0.0019629,0.00831,0.0078933,-0.00026897,-3.2492e-005,0.00013356,5.0384e-005,0.00096654,-0.00017952,-0.013264,-0.016631,-0.017031,-0.0033175,0.0015366,0.00089788,0.0018518,-0.0004829,0.00012108,-7.5396e-006,-1.7772e-005,-2.4953e-005,-8.5539e-005,-6.651e-005,-0.00021344,-6.5523e-005,-0.0001788,-7.3063e-005,-0.00011767,-6.8844e-005,-0.00019468,-1.3733e-005,-7.8089e-006,8.0782e-007
-0.0010964,-0.006858,-0.0012651,0.0041911,0.0085738,0.016107,0.0099164,0.017416,0.008023,-0.00013347,-0.0071903,0.0062548,-0.00032417,-1.0143e-005,-0.0034656,0.0031599,0.011139,-0.00086697,-0.15792,-0.2318,-0.219,-0.22391,-0.10498,0.0090933,0.00090763,0.0055741,-0.00030808,-1.113e-005,-0.00062229,-0.021973,-0.066176,-0.32295,-0.23801,0.0032409,0.15371,-0.015912,-0.0015346,-0.0056338,0.0031944,0.0030246,0.00046099,-5.7086e-005,0.013288,-0.20539,-0.26426,-0.10971,0.33641,0.25349,0.1437,0.11811,0.13909,0.066454,0.011199,0.0060527,-0.00022703,-2.8902e-005,0.016559,-0.19927,-0.039156,0.24046,0.18333,-0.024128,-0.011461,-0.0077864,0.0095717,-0.18303,0.040377,0.046436,-0.0034142,-3.4826e-005,0.0033337,-0.041189,-0.13017,0.219,0.044234,-0.0097498,0.00070223,0.0010532,0.012801,-0.21509,-0.008999,0.20381,-0.014666,-0.00010816,-0.0034848,-0.026431,-0.15639,0.21326,0.05876,-0.0015338,0.00022655,0.0032605,0.013755,-0.21435,-0.0047805,0.22045,-0.015369,-0.0001595,-0.00040681,0.012046,-0.10081,0.15704,0.065984,-0.003179,-0.00066747,-0.0015252,0.025468,-0.25157,0.095861,0.23111,-0.01742,-0.00011283,0.00073326,-1.7682e-005,-0.040514,-0.16233,-0.081108,-0.055556,0.0063533,0.030089,-0.18303,-0.29612,0.31407,0.061197,-0.0043701,-0.00018418,-0.00026455,-0.00040729,-0.0043949,0.011185,0.08168,-0.049914,-0.12304,-0.25637,-0.26531,0.30861,0.17293,-0.0057809,0.00029776,-8.527e-005,-0.0027321,0.00343,-0.0011947,0.006712,0.033597,0.19124,-0.018718,0.11522,0.32039,0.13386,-0.019776,0.0044882,0.0018775,-0.00017395,0.0048483,0.0031989,0.0013382,0.0026487,0.00059674,-0.015429,0.019938,0.22261,0.034627,-0.013772,0.0091355,0.0047339,-0.00044023,8.9758e-007,0.0011393,0.0010801,0.00021949,0.0011982,0.00013643,0.00083346,0.0017839,-0.015628,-0.0030207,0.001342,0.00050614,0.00064257,-6.8306e-005,1.0771e-006,-0.00011974,-0.00010771,-2.4953e-005,-0.00011525,-3.4467e-005,-6.2561e-005,-0.0002533,-0.00021111,-0.00012808,-9.8105e-005,-9.5861e-005,-8.3205e-005,7.2704e-006,0
0,0,7.8987e-005,-0.00084315,-0.0019544,-2.235e-005,0.0075491,0.012449,0.018158,0.016369,0.0087159,0.0039463,-1.8221e-005,-2.8543e-005,0,0,-0.00013446,0.00093839,0.013293,-0.043253,-0.050304,-0.074429,-0.23603,-0.1834,-0.10049,0.0013698,0.0024901,-0.00014801,0.00033309,-0.00024755,0.0059809,-0.012529,-0.19272,-0.31562,-0.22584,-0.22627,0.026354,0.25405,0.00037375,0.10256,-0.0076541,-4.9546e-005,-0.0045526,0.0026834,-0.012358,-0.18114,-0.13958,-0.0046726,0.23649,0.32352,0.26912,0.014957,-0.20999,0.19323,-0.012588,-0.00011579,0.0037811,0.012486,-0.20259,-0.0023423,0.098684,0.20452,0.19256,0.030207,-0.0073711,-0.094834,-0.035587,0.17521,-0.013718,5.565e-006,0.0078131,-0.068515,-0.28792,0.27873,0.011246,0.011147,0.00041471,-0.0052981,0.02022,-0.24978,0.14495,0.049426,-0.0027478,-0.00015645,0.018987,-0.23356,0.0076879,0.2329,-0.018711,-0.00060742,-0.00088704,0.017011,-0.16164,-0.16381,0.24674,-0.008674,-5.2119e-005,-5.7804e-005,0.015749,-0.22606,0.18029,0.078185,-0.0057061,-0.004397,0.012709,-0.03687,-0.19672,0.27716,0.0639,-0.0018663,9.4096e-005,-3.8147e-005,0.017449,-0.22994,0.15999,0.064213,0.0036465,0.014541,-0.074889,-0.16422,0.16319,0.057679,-0.00041854,0.0035128,0.0012614,-0.00012494,0.015769,-0.19949,0.050756,0.010668,-0.17149,-0.24554,-0.13681,0.19965,0.03217,-0.0095125,0.0021788,0.0014621,0.00027068,-3.1595e-005,0.0044868,-0.01711,0.0012959,-0.05897,-0.16778,0.23853,0.2405,0.036841,-0.0078533,0.0027767,-0.0024878,0.0069068,0.00022834,-6.0586e-005,-0.0015638,0.0031592,0.015471,0.20678,0.25168,0.15543,-0.017371,0.0016427,0.0029672,0.0013779,0.0059135,0.0016085,0.00089156,-8.4013e-005,0.0013278,0.0014753,0.00068602,-0.015115,-0.018493,-0.013489,0.00012683,-1.2476e-005,0.00032061,0.0006768,0.00053765,0.0008649,0.00022242,-2.3427e-005,-9.8554e-005,-0.00011983,-0.00015537,-7.5396e-005,-2.8363e-005,-1.9298e-005,-1.5349e-005,-3.5275e-005,-4.2007e-005,-6.3728e-005,-7.8897e-005,-8.2397e-005,-2.3427e-005,2.4235e-006
0,0,0.00047975,-0.0064066,0.004586,0.00014774,0.0036983,0.016156,0.0088451,0.0054918,-0.0022998,0.0030794,0.00051916,-5.9779e-005,0,0,5.7624e-005,-0.001085,0.0041003,0.0091323,-0.035514,-0.13425,-0.17339,-0.12182,0.023514,0.0063775,-0.00024432,-2.7197e-005,0.00025177,7.6653e-005,0.00089147,0.0060377,-0.028216,-0.18384,-0.33913,-0.19018,-0.07863,-0.0083759,-0.084322,-0.0088576,0.0024641,-9.6938e-005,-0.0028787,-0.00086843,0.01953,-0.17072,-0.3305,-0.1957,0.19322,0.32949,0.25794,0.00060075,-0.0088396,0.19871,-0.015616,-1.0053e-005,-0.004055,0.00489,-0.16591,-0.34374,0.0033488,0.35709,0.18762,0.026495,0.0044969,-0.22732,0.0012094,0.22008,-0.016051,-0.00010547,0.0038733,-0.057546,-0.32715,-0.020065,0.27621,0.1813,-0.023855,0.0076562,-0.019461,-0.32138,-0.00050195,0.21436,-0.015859,-7.9884e-005,0.013681,-0.23352,-0.16433,0.21732,0.2524,6.5882e-005,0.0011217,-0.017993,-0.3361,-0.19026,0.19077,0.23479,-0.017293,-0.00019504,0.011512,-0.11107,-0.020906,0.31979,0.031122,0.00036504,-0.01472,-0.32858,-0.18788,0.19135,0.32956,0.027622,-0.0033587,-7.9705e-005,0.0026449,-0.052709,-0.16958,0.14285,-0.057814,-0.065976,-0.33566,-0.18933,0.19213,0.32502,0.021277,-0.0035899,0.00070517,-5.7535e-005,-0.0032505,-0.024346,-0.10525,-0.018302,-0.20435,-0.2158,-0.098185,0.20242,0.32951,0.016402,-0.0090177,-0.0013686,0.0013921,-9.9182e-005,0.0020326,0.0010729,0.0047229,0.0059408,0.073904,0.33281,0.24236,0.22341,0.02633,-0.0071948,-0.0034524,0.0090442,0.0014313,-0.00016892,0.0078415,0.0020381,0.0014112,0.015123,0.2161,0.14761,-0.017377,-0.01221,4.09e-005,-0.00098835,0.00689,0.0041849,-0.00017207,-1.6156e-005,0.00074517,5.3914e-005,0.0016294,0.00084453,-0.016697,-0.013265,0.0022421,5.924e-006,6.8485e-005,0.00052475,0.00057403,0.00028561,-1.4152e-005,-9.8733e-007,-0.00010959,-1.6515e-005,-0.00013598,-0.00016533,-6.6151e-005,-3.5903e-005,-0.00018499,-4.2814e-005,-3.2582e-005,-3.3569e-005,-8.7155e-005,-5.3585e-005,1.4361e-006,2.6927e-007
-0.0032916,0.00010325,-0.0065366,0.00024124,0.0042232,0.020803,0.022852,0.014916,0.019253,-0.00028286,-0.0053896,0.0056172,0.0011598,-0.00012494,-0.0059762,0.0018843,0.0019545,0.017282,-0.058038,-0.24244,-0.23013,-0.22903,-0.2103,-0.011288,0.0042693,0.0056252,0.001134,-0.00012656,-0.0016151,0.0058754,-0.0048272,-0.18823,-0.32923,0.061673,0.16602,0.16385,0.056657,-0.012124,0.0035469,-0.0014625,0.00059982,-3.9942e-005,-0.00070672,-0.026753,-0.31802,-0.22415,0.23473,0.26786,0.041791,0.05754,0.036594,-0.0299,-0.0012275,0.019068,-0.00049507,-7.9346e-005,0.022734,-0.23162,-0.17225,0.34262,0.18988,0.0065649,-0.0071699,-0.0030738,-0.0019223,-0.090844,0.012184,0.20633,-0.016398,-1.9747e-006,0.01292,-0.20153,0.028327,0.24056,-0.027119,-0.006877,0.0010913,-0.00026676,0.0023235,-0.048745,-0.13866,0.23068,-0.016168,-0.00010008,0.0059095,-0.049679,-0.056058,0.21736,-0.015271,0.0043604,0.00022736,0.0018349,0.0059237,-0.061478,-0.1553,0.22958,-0.016704,-4.1648e-005,0.0054996,-0.058264,-0.14327,0.21162,-0.015942,-0.003106,0.0003225,-0.0043045,0.0098973,-0.072466,-0.15385,0.24383,-0.017763,-4.7751e-005,0.00045546,0.0044075,-0.10939,0.069924,-0.00093552,-0.0032092,0.004821,0.02471,-0.027883,-0.32847,0.11676,0.17217,-0.013545,-5.5919e-005,-0.002866,0.00071776,-0.02229,-0.0016711,-0.060603,0.011112,-0.039318,-0.23493,-0.29182,0.085989,0.26731,0.0084092,-0.00020321,-0.00017341,0.00025357,0.0065373,-0.0019008,0.026239,0.097247,0.0071221,-0.14854,0.064713,0.27648,0.21553,-0.0010435,-0.0016559,0.00053747,-4.1199e-005,0.0037864,0.0027773,0.00092735,0.002061,-0.013791,0.10263,0.19954,0.086484,0.016071,-0.021294,0.0022541,0.0026756,0.00059976,-6.4895e-005,0.00067175,0.00024052,0.0015632,0.0016858,0.0017291,-0.0082511,-0.012574,-0.0061094,-0.0019604,0.00077159,0.0012247,0.00070337,0.00016545,-1.8221e-005,-7.7281e-005,-3.9942e-005,-0.00012781,-0.00016031,-9.6669e-005,3.7698e-006,-0.00018445,-8.3654e-005,-7.2614e-005,-3.7339e-005,-0.00012198,-7.2883e-005,-1.7144e-005,1.8849e-006
